review_text,prediction,targets
"Hi! the range of the nuce coloured sectors does not cover the time interval of my events. It had been the best reason why I chose this app, to have an easy, straightforward overview of my plans. Why doesn't ut work as it is shown on the pictures?",2,1
"I really like this app, especially the routines. I've given this 4 stars and will change to 5 stars once there is better online sync, a web interface, and a way to sync with Google calendar. Also, tablet adaptation would be good. This app has a lot of potential.",2,2
"I love this app! It's a perfect replacement for my paper calendar. I love that I can have my schedule, meal plan, tasks to do and more all at the tip of my fingers wherever I am. I'm excited for all the plans they have to add even more awesome features!",2,2
"I've been using this app for more than 5 years, it was great. But currently I changed my phone and found out that syncing doesn't work anymore :( It says something like ""no internet connection"". So at the end I have to use another app.",0,0
"I needed a calendar that would extend my schedule to infinity and with multiple rotation scenarios for a variety of store visits. It does that great. Is it possible to simplify moving events (which actually are my store visits) to other days within the same week or month? It wud be great if you could just drag the store you missed to another day and it would only change that single event, not the rest in the rotation. Thanks.",2,2
"App is really great! Too frequent updates, in last week 3 updates..",2,2
Its only been one hour and it is working so far done one hour of work and did not touch my phone only time will tell lol,1,1
"The UI is neat with pleasing graphics. It is straightforward to use = no frills. I just wish it can accomodate 6 people and the notes feature is available to use (it is a premium feature, but it would be nice if there is a character limit, as a compromise). The app supports syncing with calendars. But imo, a todoist calendar option will be better - no added step of linking and maintaining the other calendar's data integrity. All in all, this is an app with potential",1,1
"I've tried other calendars, and I just love the layout. If only the widget layout can be changed when first opened. But it shows everything I need very easily. I can share my calendar with other people. I can change the colors. Another recommendation is to gain more colors for the appointments. :) Overall, super happy. Will not be choosing another calendar!",2,2
"App is slow and unresponsive, makes using it a pain",1,1
Reminders are premium. It defeats the main purpose of the app.,0,0
"It's a good app, but it keeps crashing.. When I use the app after a week's time, it doesn't open. I've had to reinstall it multiple times Please fix it",1,1
"Simple, easy to use.... makes it very easy to keep track of habits...",2,2
Very bad,0,0
Simple to use clean interface,2,2
For today bottom sheet keeps coming and going in a loop,2,0
"Since 2018 the app does not register some of the calander input. Apparrently due to poor internet connection. Now sitting next to the wifi router and entering all my appointments for January, needless to say none were regesterred!!!",0,0
"Very awesome so far! I really love how customizable this is. It does so much it takes a while to learn how to utilize all the features, but I am super happy 👍. Hope it continues to be great with continued use.",2,2
Could you kindly add a weekly timetable-looking kind of view?,2,2
"I tried to explore it a little after downloading, I want something that will show me everything planned on the day I have notes on rather than me having to search if I do, i tend to forget due to busy schedules. I want automatic pop up, I'll keep playing with it, but so far dislike",0,0
It's very easy to accidentally complete tasks and the only way to undo an accidental completion is behind a pay wall. Instant one star,2,0
Can't put cute stickers on them no cuteness on phone,0,0
phone app is great and syncs well but windows app always jumbles my tasks so i would recommend using online app on your computer,1,1
"Great concept. But I didn't build up coins quickly enough, and didn't get any gems, meaning I couldn't get anything new for my character. Honestly, a calendar and check-mark system would give me more incentive than this.",0,0
it's just a simple to do list ... why did you locked some tools ..,0,0
"The app is helpful and has nice features. I would give 5 stars but you apparently you are not able to transfer your lists to another device, unless you have exactly the same version. I had to create all my lists from scratch.",1,1
"App is unable to manage Recurring Tasks. App has almost everything, but it fails on managing recurring task. After setting the task to be of Repeat type, marking task Completed for a specific day is marking entire task as completed..!!! And for this only reason, I had to uninstall. Please make necessary changes and inform.",0,0
Pretty good overall. Notifications and reminders do not work most of the time.,1,1
Very helpful,2,2
So much fun to use and makes me feel better about doing everything I need to,2,2
"Way to screw up a great app, Microsoft.",1,0
Wunderlist being killed by Microsoft.... Seems like most people are coming to this app instead of moving to the recommended Microsoft To Do. Giving this a try.,2,2
"Not user friendly at all, they definitely need to work on the user experience.",0,0
just installed Love that syncs with google. Wish the mobile app allowed Screen rotation. Wish I could Zoom on the week a month view. I understand mobile i in beta. Looking forward to the evolution.,1,2
"very nice app, but there are a few bugs with the widget not really updating to the correct data e.g. - if you put the widget on home screen, change the name of the tasks list, it doesn't update",1,1
Great app. Life changing if used properly. Easy to use. I have paid for premium but not getting my reminders popping up with notifications for app on. Can you help?,2,2
Its a very good game and I like it but to buy most things in the game you have to get gems or a subscription which you both to pay for. Also I don't seem to get anything when I purchase the enchanted Armoire.,1,1
Pretty good a little buggy with data for example i have more then 0 postive adds to eating 1 fuit and vegi also there should be a cap to tapping like a cap people can set or an option so that acidental tapping dossent happen other then this its a great app,1,2
It crashes upon opening after I updated it.,0,0
Good app!,2,1
great app just need one thing is second hand also like minutes and hours the. i will 5 star and its best app,2,1
"I had a problem with upgrading to Premium. They were quick with their response and fixed the problem right away. It's a good app for those familiar with the Franklin Covey system, and syncs well across devices.",2,2
"When I'm entering birthdays, I have to enter on the day after, or it shows up the day before!! I have one birthday permanently hooked to a holiday, and I can't edit it. Fix this, PLEASE.",1,1
"Really helpful to track project with simple interface and easy to use. Anyway, it's not a variety of the feature but quite simple.",2,2
"Have been quite satisfied with Premium for a year. Would have been so good with a monthly/weekly calendar view for my TickTick tasks, like the web app has. No calendar icon, although the doc vaguely states that there is. Guess it has been removed. Well, it still has a tiny edge to the competition.",2,2
At last I get what I want... Thanks..,2,2
Only thing missing from this tool is an in-app calendar.,2,2
still trying,1,1
Wish they kept the wunderlist app instead it was perfect 😭!!! Some issues I had with this app compared to Wunderlist to fix: -have new items added to the top instead of adding to the bottom (or have option to change) -more quick choice options for the reminder times -quick add bar (to just type in a search bar box instead of clicking the + button) -have settings apply to all lists so don't have to individually change each list -option to add to list on main screen without clicking in list,0,0
"when you switch the language, you get wierd bug that your app is half in English half in selected language",0,0
It's simply the best for time allocation to activities and routines.,2,2
"While it certainly wasn't expensive, it was a waste of money in the fact 
that I found this app to do very little more than any calendar. After 
reading the FAQ, it says it's more than a calendar... How? Especially since 
adding anything is done in the same way you create a calendar event. The 
""routine"" function is a missed opportunity in that I think it will help me 
establish a morning routine for myself but in reality it's about creating 
calendar events that repeat, a slightly expanded component of any free 
calendar our there. When I think of ""tuning my time spent"" I'm thinking, 
better organization for smaller tasks. Then find myself spending an hour 
setting 1 minute events for myself that I was never actually notified about 
lol what irony. Unfortunately it was not time, or money, well spent.",0,0
Brilliant app. All you need to keep on top of things. One thing I would add: the ability to delete bulk tasks.,2,2
"I really like this app, it's one of the best reminder apps there is. However the new custom notifications are horrible! It sticks out like a sore thumb. You have to manually set between white or black background, which means that they don't automatically switch with Android 10 dark mode. They're also not black, but grey which makes them look ugly next to other notifications. Title and time also don't line up with other notifications. Plus it says ""a min. ago"", which is only accurate if I look at my phone immediately. And it turns on the screen when the notification comes in, even if it's in my pocket. This is a great app, but the recent update is one of those 'if it ain't broken don't fix it' moments. I really hope you consider going back to standard Android notifications, or at least provide an option between custom or standard. I'll gladly update my review to 5 stars if that happens.",0,0
"NEW: Great concept but NOT for confidential data because it's not encrypted (nor PW protected on phone or PC) and, one day, Any.Do company will get hacked & ALL your stuff be be out there, like EquiFax. RESOLVED: App loses your work. eg: I created a new task, started a ""notes"" section, pasted it in some material and clicked save. Then I went to another app to get more material but when I returned to any.do, my notes were GONE!. Your ""save"" button is fraudulent if it does not save when clicked!",0,0
it doesnt do any thing its gliched everytime i open it,0,0
The features are good but unfair to pay on yearly basis,1,0
Apparently I rated this app one star this time last year but I don't remember what the issue was so whatever you guys did up to now with improving  the app is good. Unfortunately I'm heavily dependent on having a calendar view(not Google calendar integration but rather an option to display days via calendar) so until it's put into the app I will be uninstalling and standing by for the update.,1,1
It is awesome. Definitely recommend 💜,2,2
The fact there are no predefined tasks makes it super hard to use. Or rather this will work if user can just define the task (quest) easily. Or maybe we can import (by purchasing) some set of quests. For me it is still quite confusing and hard to manage with all the options offered. would be use it furthere more if not too complicated,1,1
better to improve the app features,1,1
Best to do list app. I've tried so many to do list app bit this is certainly the best!,2,2
"I downloaded this after seeing someone advertise it. Looked cool so I figured try it out, right? Until I downloaded and it prompted me for a subscription. Lady you are nuts. People rather by the paper agenda at the store for cheaper. You do not see the full texture of the book, it's an online planner on top of it. I'm not paying you for that. I downloaded a FREE calendar that does the exact same thing. Terrible marketing skills.",0,0
Intelligent intuitive design! This is how I would have designed one for myself.,2,2
"Just realized that my purchase license is back -- it's Premium again now. Thank You very much and I do appreciate it. So, Dev., you deserve my 5 stars rating back. • This lovely App gets better and better on every update and runs flawlessly in Android 10. Now I can reuse it for my daily assistance. Again, a Big Thank! 🍷🙂👍🏻",2,2
This app concept and idea is really good but it does not work well. I paid already but it does not function. I even ask the pic(person in charge) but she took forever to reply,0,0
"My friend loves this app, but its not for me",1,1
"The best, cleanest, most uncluttered to do list app. Thank you Matt for sharing this",2,2
I really like this app so far. Its flexible ans very customizable. The only thing I would add is either more categories/the ability to add my own. Health and Home are very broad categories. So being able to have sub categories would be nice,2,2
It's the perfect kind of list I've tried. Everything is great. It could be better if we had a calendar view as well.,2,2
Nice visualization of personal activities,2,1
"The last update was more than a year ago and things started to stop working. The company that owns it seems to be a scam. It was a great app, I paid for it and got no support",0,0
User interface is really a big putoff.,1,1
I started using this app in 11th std & I'm getting its benifit but the only thing is that it doesnt shows the tasks we have to complete in some monutes or if two tasks are to be completed simultaneously in a hour. So I humbly request to make some more changes in this app so that everyone can use it more comfortably.,2,2
This app is great but the setting of the aims and the tasks takes a long period of time therefore it eats up your productivity,1,1
"Perfect to do app. Wish it integrated with chrome though, would be nice to have it on my desktop.",2,2
"Excellent app that not only has to do check lists but habit tracking also covered, what I loved most about the app is the 'your thought' that pops after completing the habits...genuinely thank you for such app creator..",2,2
"Easily the best task manager app out there, while the rpg aspect is a HUGE plus. The user is able to fully customize pretty much every little bit of the app to make it better suit their habits, or soon-to-be habits!",2,2
I dont like how it charged me automatically after the free trial without informing me expiry of trial or if i wanted to subscribe to the paid service,0,0
It would be better if there is an option in which we are able to check whether we really followed time table or not .,1,1
great!1,2,2
"Great app.. please add the ability to see when recurring habit is due.. or by automatically completing a habit which is not due, i.e. required once a week for example..",2,2
"28 Oct 2018: same problem. Repeating tasks do not update and advance to next due date when completed. Checks it as done and then unchecks sometime at night with previous due date. 27 Oct 2018: After hearing back from the author, giving it another shot. Put two repeating tasks on it. See how it goes. 27 Oct 2018: This app didn't work as well for me. It would regularly uncheck tasks I'd completed or check tasks I'd not completed. The repeating task function didn't work well either.",0,0
"The best habit tracking app I've ever used. Set your own goals, no comments that make you feel guilty, and minimal annoying reminders.",2,2
ANNOYED paid for this years ago PAID full version and used it and recommended it! Now I am asked to pay YEARLY to remove ads! what joke! I paid for full add free version already and there is nothing new to justify the yearly purchase...,0,0
"There's a visible lag when scrolling left or right in day view, even in high end phones. Going back from a task edit screen without making any changes also asks (shows popup) whether you wish to save or discard changes, that popup is irritating. Otherwise an effective and the point app. Cheers!",1,1
Great app!,2,2
"I really have wanted this app to work, I'd really prefer to see my day filled on a clock in such a way so I even came back to try again, however I'm having trouble putting tasks in! After a certain amount they stop saving. I'm also struggling to see the clock in a way that makes sense. It looks very jumbled. Best of luck, I love the concept!",1,1
A good tool to manage and remind me of my tasks,2,2
Perfect,2,2
"Thanks to the developer for your quick response, however, this calendar is useless for our group without those features...we decided to go with Business Calendar Pro. Previous comments: Wasn't able to see month or year view",0,0
"Helped me stay focused! Usually when I study I always have my phone around and i keep getting distracted by my phone(twitter, yt etc.) i have an upcoming exam this week and I decided to stay focus so I downloaded this app! Its great and it really works! The first time i tried to give up i was so sad to kill a tree so i try to focus! I really recommend this app especially for my fellow students! (also excuse my grammar because english is not my first language :)) )",2,2
"Worked great until the app started calling me pet names in the notifications. I'm not trying to be catcalled by my phone and my natural reaction was to ignore it like I would anyone else who calls me ""sugar"". I have not formed the habits I wanted to as a result.",1,1
"So far I like the app. Question - I see a spot where it says, notes for the month, but how do I input notes? I don't see the option to enter notes.",0,2
Great feature is reminder to reorganize missed and undone tasks. But ui of the app looks confusing to me. I cat find a way to add tasks easyly enought gor me. i dont know what next. google tasks are simplier and todoist have limited features in free version.,1,1
"I can't use the desktop app for windows. It won't let me sign in with my google account. Please fix this. Furthermore, some more themes for both the phone app and desktop app; Also, a feature where the user can attach progressive pictures that correlate to their habit, would be nice,as well for premium users. If I can have 99 attachment a day on premium, why not this suggestion?",1,1
"Update: After I read the reply I redownloaded this app. Waste of $4.25! It's NOT WORTH ANY AMOUNT OF MONEY! Not a lot of extras to charge money AND it's only cute on a computer. The ""lists"" are not very easy to make and I never did find the ""meal plan"" or journal parts. The goal part is not on the app. Any.do is FREE and a lot easier for lists with reminders and also includes a calendar. Not worth the cost. Yeah it's cute but not as easy to use as other free calendars. Pretty disappointed...",0,0
A very helpful software especially in management work,1,1
Im giving it 3 stars. it deserves 5 stars for the app but getting 3 cause after i bought some Gems there were some shady withdrawals which means the privacy protection for my card was breached... and im 99% sure its from Habitica cause this happened right after the purchase. please increase your cyber security for card transactions.,1,1
This app is so cool! It really helps me to motivate my self and I love the sounds it does in the background! Highly reccomend!,2,2
It really helps me for studying and keeps me in focus. I also likes to grow many trees in my forest so I study by keeping the timer on and at the end I have studied than I thought and many beautiful trees are too grown.,2,2
The program is really awesome but i'm using the oppo f7 and it doesn't do any notification i followed a guide but it didn't help that's the programs only problem,1,1
"very good app, but i wish it can be used offline :)",1,1
"Started 2 days ago, learned to add new tasks, it's a good little way to push your will.",2,2
Best app for habits track and tasks I ever used. Highly recommend! Easy to use.,2,2
Good app with notifications for reminding you and helping you track your progress,2,2
"I don't know why,but the app isn't supporting my phone.It was good till 2 days and later on it stopped responding.But I do appreciate the thought you have put behind it.",1,0
Handy habit helper,2,2
A simple app to help you put the phone down and feel accomplished!,2,2
"Awesome! Was using Wunderlist, but they are going away. I tried a few others. They are all so similar now. But this one seems like it will be here for the long haul judging by the number of downloads. Also, it is as simple as Wunderlist. I did have to pay $29 and Waunderlist was free for the most important functions, so that was different. But after using the app for a week I'm sold. Not a better app out there for my purposes. KISS- keep it simple stupid. And this app does that.",2,2
App is glitching and when I open a calendar event it says no title and won't let me edit. Also changes the date to today mid editing of an event you're creating even if you already changed the date.,0,1
Same issue as Don Smith who wrote a review on 10/10/19. Will consider this app but the lack of slide visuals and character visuals makes the app in-op. Current phone is the Google pixel 4xl......perhaps I misspoke in regards to the reply. My issue is not with the visuals but the lack of visuals. Everything is blank for me so literally can not see half of the content.,0,0
"Just lowered my rating. Used to work great but now does not properly sync everything in my task list with my Google Calendar on my computer. It will sync new events & new tasks. But if I edit a task (ex. change the date of the task), it does not sync properly w/ my Google Calendar. It used to be that all edits synced & appeared the same in both the app & my Google Calendar, but not now. I have been emailing with the support for this app, but have not yet found a solution.",0,1
Deducted my money for no reason. I used the service once and then never used it. Return my money immediately.,0,0
"I couldn't get past the set-up. ""'strength is not valid enum value path 'attitude'""",0,0
"In recurrent tasks if I skip marking one of them as ""done"" it doesn't remind me the next time (say after a week or next day if the repetition is set to daily)",1,0
"It's easy enough to use as it is, but for a fully paid app, the graphs are incredibly lackluster and basically useless. All you get is some minuscule, measly bar graphs which are tiny...and get this, they don't even label the metric you're tracking as they are displayed in the order in which your goal list is. So unless you memorize that goal #7 is say exercise daily, you won't even know what you're looking at. Additionally, the streaks are glitchy as hell, and often times do not calculate correctly. Really wish they also had aggregate goals, for example grouping similar goals together and then tracking the success percent for the aggregate. Like say if you have multiple diet goals for no dairy, no gluten, and no sugar, it would be great to group those in the diet category and then see your success there overall and trending graphs. And come on, add some pie charts and the ability to look at graphs in intervals aside from a single month.",1,1
I really like this app. But I stopped using it because it's too hard to type out my entire routine on the app. I wish it was windows compatible.,1,1
Free version only supports 5 habits which is basically nothing,0,0
"I liked a lot about this app, but unfortunately, there is no feature to repeat tasks (hourly, daily, weekly, etc), which is kinda vital for me. Without it, I can't recommend this app. Much as I hate Todoist's subscription model, they seem to be the leader as of right now.",1,1
Doesn't sync to calendar,0,0
"meh I left the ""meh"" on 2/2019. Today is 3/2020. While the calendar is ok, the ""themes"" never change and, really, are not anything of interest. They really need to be completely changed. Also, color coding helps me keep track of a lot of things I have going on...the measley 7 or 8 colors they have are TOO FEW & what?! No pink?? (A nice hot pink so it will stand out). I mean, idk, I'm still just meh... 😕",1,0
"Perfect app, has really helped me focus on college work or even getting off my phone for a break. Only thing I could ask for would be more options for the sounds/ambiance tab.",2,2
Buggy as hell. Keeps duplicating events when I edit them leaving me with the old version and the new side by side. I keep deleting the old one and it keeps coming back. I'm irritated and I'm going to look elsewhere now. I loved the original business calendar but after giving it more then a fair chance this version is a no go.,0,0
"Terrible, Wunderlist worked well, nothing seems to work now, transitioning was not easy, I had to set up an account I don't want and don't need. I am not happy, Microsoft has not done well with making things user-friendly for some time now, I wouldn't be surprised if they don't start stealing everyone's information and using it without ""consent"" like apple does. Oh wait, I can't tell the difference between any of these companies now, and I am pretty sure they all do that and don't care! GFY!",0,0
Dont try this. They limting everythings for the premium,0,1
"Expensive, old and without any support. Also much better alternatives are available now.",0,0
"Absolutely Love this app, paid and unpaid versions worth the time!",2,2
Very bad app not able to close my account . They are forcefully charging amount.,0,0
"Better than Trello for personal, everyday GTD.",2,2
It doesnt update between your calanders. I need a planner that stays up to date with my calendar changes. This is not it.  Waste of money.,1,1
I'm shocked there isn't a free trial period for this app. All the things that I'm looking for are premium features and aren't unlocked without a subscription. As a rule I do not subscribe to anything unless I am confident it will add value. A trial would help me make that assessment.,1,1
"It is a great app. But still there is space for some improvement. The calendar for example: you have one to add more tasks, other to see each specific task and the days that you did the job, but note one to see the sum of all tasks. You should create a resume calendar, where I can see the percentage of jobs that I accomplished in each day.",2,2
Best personal assistant app,2,2
I want to start my week with Saturday and it is not available! only can change between Sunday & Monday !,1,0
Great!,2,2
Multiple account support without unified view... Really disappointing .,0,0
"Programmer does nog work properly. It is changing times and dates on his own. Instead of saving time it is costing me time (and money for the pro version). I ran into this problem a few days after my purchase so i'm not able to get a refund while the app is unreliable, so practically unusuable.",0,0
THE BEST TODO APP I'VE EVER USED 100/10 WOULD RECOMMEND!!!,2,2
"It's a good app and being able to route alerts through different sound channels is a great idea. I've found a bug though and couldn't find a way to contact you about it besides here: It's daylight savings today and while timetune has the correct time, for some reason it has pushed forward all my events by one hour. So an event which says it is happening at 6:30 is now on my timeline as 7:30. Hopefully its just for today.",1,2
The app is broken right now. Downloaded today to try it out and the first two slides were blank. Character creation is all blank. Unfortunately deleted but was looking forward to trying. This has been catalogued by others. When its fixed I'll try again but so far it seems that this app is only really properly supported for iPhone users. (I have a Samsung S9),0,0
"I have a big problem with this app, daily routine doesn't repeat unless i complete it. But somtimes i really could not complete it. then ist stop, why?!!!!",1,1
"Easy to use, simple functionality but well done",1,1
"Not competent at scheduling. Recurring tasks are automatically ""completed"" if not checked by the scheduled time. There is no way to know if you missed it. The interface is pleasant though.",0,0
"The app is great for the use, however I am giving it 3 stars. If I make a new event and change the colors, or add more than one reminder, these changes erase after I create the event. This results in me having to make those changes twice for them to be saved. Very annoying and inconvenient. Edit: I add the events on my phone for a synced calendar. The wifi connection is always stable as well.",1,1
I have paid for the premium features but the sync is not working. I mailed them but got no response,0,0
"I have been using this for more than a year now, it was great, this is where i jot down notes on my classes and meetings, but this new update may have a bug i cant access it even with the correct pin i have entered Pls fix this issue, thanks",1,0
"I wanted to delete one item, pressed a millimetre too low, the whole list is gone. About a hundred items lost. This alone makes the whole app unusable for me. Months later: still this same fatal flaw. Seems like MS have no interest in improving this app, sadly",0,0
"Ads with free apps are acceptable, but fullscreen & non-skippable ads blocking the entire screen for 20 seconds are NOT. Awful user experience. Google has recently removed 600 Android apps from Play Store because of disruptive fullscreen ads, this app may be the next one to be removed. Not recommended.",0,0
"10/10 Great app! Let's you keep track of goals and habits daily. It's highly customizable and will send you notifications to remind you of stuff, if you want. Also I really like the message boards, I find them really inspirational. Also, I've been using this app for several months, and it's never asked me to pay anything. And there aren't any ads either. I know that there's a premium version in one of the side menus, but I'm not sure what it does because it already gives you everything you want.",2,2
It miss my data after updating.i can't use it easily.,1,1
I've been using BC1 for years and I've installed BC2 on at least 2 seperate occasions. BC2 is so not as good as BC1. The overall look makes it look like a cheap childs game. The functionality became nonsensical and it made going back to BC1 such a pleasure. I can't imagine what the developers were thinking when making such changes. After using BC1 for so long I had high hopes for its future development but alas it not to be. These days I'm looking elsewhere.,1,1
"Microsoft bought an already mature application, spent 4 years working on it, and this is all they have to show for it??? Perhaps they could add more technical resources to support the 2 high school students that currently support this product. Poorly integrated with Outlook. Simple... too simple. Has very few features or functionality.",0,0
"For anyone who wants to manually order your list, just long press the task and drag/drop it. It's really easy. My 3 out of 5 is because the widget seems broken. I have a large 3 x 3 widget to see my Planned tasks. The list randomly disappears in the widget. Open the app and it's still there. Go to the widget it's still missing. Randomly it comes back. If this gets fixed, it'll be 5 of 5.",2,1
Best App I've tried (for this purpose) and I stopped trying others until further notice. I'm considering paying for the fancy things since the app is so smooth and it's cheap enough.,1,2
"The application consistantly tells me I have no internet connection, and 
has become a pain to use. I know I have internet, it is slow, but present. 
The application would be much more useful if it could keep track and update 
your progress when it feels the connection is stable enough.",1,1
"VERY GOOD and far better than most of the similar apps that I have tried so far. It would be great if weekly schedule could be added for an specific habit, so you could be reminded at different times during different days of the week; which sounds more functional and reasonable as we usually don't have a fixed routine during the week. Needless to say what a big improvement a companion smart watch app would be!",2,2
Loading takes too long and reminders don't work.,0,0
"I really like the planner, it helps me achieve my tasks, goals & have an avenue to scribe my ideas down. Double thumbs up!",2,2
Good but the paid version did not work as I wanted to use it more so I was disappointed,0,0
"Purchased the full version which did nothing. Opted for a 24 hour face, again nothing. Tried to add additional events in upcoming days, did not show up at all.",0,0
Very good app,2,2
"Love the app. Love the rewards. But, I wish that it showed you past dates and all you accomplished on days previous, and I wish that the coloring of tasks wasn't so complicated when getting close to red or blue or whatever. Also, certain things are hard to navigate... but overall, I absolutely love this app. Use it every day. Not so much for challenges or battles, but for habit making and to do's.",1,1
"Tried to plan my weekly schedule with the ""routines"" function, but it kept randomly changing the times of the events as I made other edits. (For example, an event I set for 4pm changed to 11am when I hit the button ""add break before event""). Also annoying that you can't preview the notification sounds, and have to add silly tags to each event such as ""housework"".",1,0
Its okay,1,0
Why doesn't it turns off my message notification,1,1
"Is there no way to have weekly rasks, but only week days? Other apps have this option...",1,1
This app is really usefull but i didn't figure so far how to set the app to wiyher my trees whenever i exit it/ use other apps while planting. I saw a set of instructions but nine were helpful for the Samsung device i posses. I need to say i really except an answer that can help me solve my problem,2,2
"The program is very good on my old phone(galaxy note 4), but notifications don't work on the new one(redmi note 8 pro). I hope you will fix them. Thanks",0,0
I love this app so much it has really helped me get into a morning and night time routine. Before I found this app I was always late for school and felt really unhealthy in myself. But now I'm I'm always early for school and make sure I wake up every morning at the right time thank you to this app so much,2,2
Love the experience. Will give 5 starts when there wont be any subscription for pro features. One time purchse is what will make this app perfect.,1,1
This app is too good it is helping me and futher it will to be staying focused at a particular thing for a particular period of time,2,2
"App is great though some improvements can be done. I don't know if it's only me or its the for everyone, I am a bit confused with how repeat works.",1,1
"I don't quite get the categories for tasks, I hope there is an option to 
hide it or remove it.",2,2
Another important feature missing is the ability to tell if I have future tasks scheduled when looking at the calendar. Currently the calander view shows days in a circle. Please colorize the background of that circle if there are tasks scheduled on that day. This is essential in order to know what days i have future tasks scheduled on. On top of the calendar it says to pick a day to see if i have a scheduled task. That is not efficient as i would need to go click each day one by one.,2,2
"Guys, excellent app. Bad financial model. Prepared to pay. Reluctant about  subscription model. Unfortunately, Uninstall.",1,1
WHY CAN'T I BUY STUFF FROM THE STORE AND SEE THE ADDS. THIS IS VERY ANNOYING. It is a good app but im not able to access so many features of this app it shows some error so just fix this.,0,0
"Bullet should be in front of the first line of the paragraph, not in front of the middle of the paragraph",2,2
The percentage calculation and the number of days successful in a week/ month seems confusing. Otherwise it's a really good app.,2,2
"This app keeps on signing me out and asking for my password, and then when I put it in it says it's wrong! Wunderlist was so much better!",0,0
Only 5 items on free version. Would be nice to have that clear so I don't have to waste my time and give out my email.,0,0
"Can't log in. The password input is shorter on the in-app login than both the reset password field as well as the login form on web, so my correct password is rejected",0,0
The best,2,2
I love the app But its shame that I can't add my tasks on my calendar after I planned my day. I am heavy calendar user I use it to schedule every hour of my day but I can't do anything similar with this app except to remind me at certsin time. To me having to see how your day is structured by the hours is really usefull. Uninstalling it for this reason.😏,1,1
"Great app, BUT the update has ruined the functionality of the widget. I can no longer figure out how to select multiple tasks, and it is no longer possible to go straight to the app from the widget. These are to important features for quickly making more complex changes to your schedule. The widget could be improved, otherwise the app is great.",1,1
It is very good app to manage your to do list. One thing that can make it better is it should show all the incomplete or overdue taks with todays tasks as overdue instead of into inbox. This will make those task more accessible and will keep them under notice.,2,2
"love the idea! but the execution is kind of clumsy. there's little to no guidance with regard to how parties or challenges work, and the rewards seem to be random at best. the graphics are adorable and the app definitely has potential though! but it would be more user friendly to streamline the app because it can be overwhelming with so many choices and options (i.e. mounts, food, eggs, etc) that seem mostly arbitrary.",2,2
"it keeps crashing just when i paid premium! Devs pls help me. i really wanna use this app. As soon as i open it, it crashes and end abruptly. i am hoping for your quick response. Thank you",1,1
Moved to TickTick when Wunderlist announced it would become Microsoft ToDo. I'm loving it so far. Better than Wunderlist. Specially the web app.,2,2
"a little confusing at first, but it transfers your calendar and alarms to the app. one bad part is it adds everything on your calendar. like if you add ""eat breakfast"" it'll go on your calendar. so that's only a little annoying since my calendar needs to be clear and easy to read. but besides that. it works well",2,1
"Great for setting daily habits, tasks and ads your Google calendar events into the timeline",2,2
It is very good app to manage your to do list. One thing that can make it better is it should show all the incomplete or overdue taks with todays tasks as overdue instead of into inbox. This will make those task more accessible and will keep them under notice.,2,2
it is difficult to set an event or goal without a tutorial,1,1
Good,2,1
"Beautiful UI/UX design. Very easy to navigate and the developers keep adding useful features. If you're looking for an app with a to-do list feature and a pomodoro timer, TickTick is a great choice. I don't use the premium version and so far, I've still been able to access a lot of features. I highly recommend this app.",2,2
Great app and so far no issues using it,1,1
So far so good,2,2
It's a great app for tracking habits. So far I find that purchasing the premium app has been worth every penny.,2,2
It's so nice & very productive,2,0
"I recommend this app to all of my friends for studying! In addition to the focus help, it motivates me to get more done and to challenge myself in new ways! I especially like seeing a whole forest for a day, month, etc. Sadly, there was no way to transfer my plants when I got a new phone, so I am having to unlock plants again.",2,2
I just wish it wasnt a subsciption and i could just buy it once otherwise its professional app and i love how it lets you customize rewards. Always wondered what my life as an rpg game would be like and Do It Now lets that happen.,1,2
ANNOYED paid for this years ago PAID full version and used it and recommended it! Now I am asked to pay YEARLY to remove ads! what joke! I paid for full add free version already and there is nothing new to justify the yearly purchase...,0,0
Creative tool for getting stuff done,2,2
"first of all, I am thrilled with the app. If I know how it works. Is there a list of ready-made tasks? On the start screen there are some suggested ones. When I press the plus button, I actually expect a list with all possible tasks. But instead of that I only have the possibility to create a new task. At first I thought that I had to subscribe. I have subscribed now but unfortunately it is still not possible. Now I have deleted all tasks from the start screen. If I click on the plus, there is still no list. It comes again: new task",2,2
Any app that ignores your phone's dark mode unless you pay for it is garbage.,0,0
Best! But bringing menu bar from side to below Was a big mistake! Bc there is ad bar and then there is menu bar! So its like half of the screen is gone and its so ugly! (Ik ad bar will be gone if we pay) I had to downgrade to 2.7.1 to fix it.. Plz bring back menu bar to where it was so that i can update,2,2
"I have used this app on my previous android and it offers awesome features. However, it's not working at all on installing on my new android Redmi Note 5. I have used this app before and I want this to be working at any cost. Pls help me to resolve this. App does not launch next morning as it should do. After I add my tasks, it just doesn't launch.",0,0
"Good concept but simply doesn't work, I can still use every single app without any intrusion, the tree doesn't even die when I close the app and restart it, totally broken",0,0
App is a pain to sync. Not user friendly in this regard. Used Wunderlist for years then MS took them over and ruined it.,0,0
Good alternative to Todoist with some extra features that were a must for me ex. Dedicated calendar.,0,2
